"Person","Country","Industry","age","Net Worth, $B","Rank","Time",
"Tom & Judy Love","United States","retail & gas stations","77","4","418","2015",
"Tom & Judy Love","United States","retail & gas stations","76","3.6","430","2014",
"Alexei Bogachev","Russia","retail, banking","44","1.1","1638","2015",
"Alexei Bogachev","Russia","retail, banking","43","1.15","1442","2014",
"Mohamed Al Fayed","Egypt","retail, investments","86","2","949","2015",
"Mohamed Al Fayed","Egypt","retail, investments","85","1.9","931","2014",
"Ricardo Salinas Pliego","Mexico","retail, media","59","8","168","2015",
"Ricardo Salinas Pliego & family","Mexico","retail, media","58","8.3","160","2014",
"Nerijus Numavicius","Lithuania","retail, pharmacy","47","1","1741","2015",
"Nerijus Numavicius","Lithuania","retail, pharmacy","46","1","1565","2014",
"Nathan Kirsh","Swaziland","retail, real estate","82","3.7","408","2014",
"Nathan Kirsh","Swaziland","retail, real estate","83","3.9","435","2015",
"Odd Reitan","Norway","retail, real estate","63","5.2","291","2015",
"Michael Otto","Germany","retail, real estate","71","18.1","50","2015",
"Michael Otto & family","Germany","retail, real estate","70","18.4","42","2014",
"Fawaz Alhokair","Saudi Arabia","retail, shopping malls","49","1.4","1324","2015",
"Sergei Katsiev","Russia","retail, wholesale","57","1.2","1533","2015",
"Sergei Katsiev","Russia","retail, wholesale","56","1.45","1203","2014",
"Lee Myung-Hee","South Korea","retailer","70","1.7","1046","2014",
"Lucio and Susan Co","Philippines","retailing","60","2.3","810","2015",
"Lee Myung-Hee","South Korea","retailing","71","1.4","1324","2015",
"Chung Yong-Jin","South Korea","retailing","46","1.2","1605","2015",
"Christoffel Wiese","South Africa","retailing","73","6.3","225","2015",
"Christoffel Wiese","South Africa","retailing","72","3.2","506","2014",
"Shin Dong-Joo","South Korea","retailing","61","1.4","1386","2015",
"Shin Dong-Bin","South Korea","retailing","60","1.6","1226","2015",
"Yuan Yafei","China","retailing, investments","51","1","1741","2015",
"Abdul Majeed Alhokair","Saudi Arabia","retailing, real estate","45","1.4","1324","2015",
"Salman Alhokair","Saudi Arabia","retailing, shopping malls","48","1.4","1324","2015",
"Yoshiyuki Sankai","Japan","robotics","56","1.1","1712","2015",
"Maja Oeri","Switzerland","Roche Holding","59","2.4","731","2014",
"Maja Oeri","Switzerland","Roche Holding","60","2.3","810","2015",
"Alexander Samwer","Germany","Rocket Internet","40","1.7","1118","2015",
"Diane Hendricks","United States","roofing","67","4.6","325","2014",
"Diane Hendricks","United States","roofing","68","3.6","481","2015",
"Arne Wilhelmsen & family","Norway","Royal Caribbean","83","2","869","2014",
"Christopher Goldsbury","United States","salsa","72","1.5","1250","2015",
"Christopher Goldsbury","United States","salsa","71","1.4","1210","2014",
"Lee Seo-Hyun","South Korea","Samsung","40","1.15","1442","2014",
"Lee Kun-Hee","South Korea","Samsung","72","11.1","102","2014",
"Lee Boo-Jin","South Korea","Samsung","43","1.3","1284","2014",
"Hong Ra-Hee","South Korea","Samsung","68","1.4","1210","2014",
"Hong Ra-Hee","South Korea","Samsung","69","1.4","1324","2015",
"Jay Y. Lee","South Korea","Samsung","45","4.5","328","2014",
"Denise York","United States","San Francisco 49ers","63","1.2","1372","2014",
"Hans-Werner Hector","Germany","SAP","75","1.7","1173","2015",
"Hans-Werner Hector","Germany","SAP","74","1.85","973","2014",
"Mohed Altrad","France","scaffolding, cement mixers","66","1","1741","2015",
"Edward Lampert","United States","Sears","51","3","551","2014",
"Edward Lampert","United States","Sears","52","2.9","628","2015",
"Gustaf Douglas","Sweden","security","76","4","375","2014",
"Gustaf Douglas","Sweden","security","77","4.2","393","2015",
"Michael Ashcroft","United Kingdom","security","69","1.5","1250","2015",
"Michael Ashcroft","United Kingdom","security","68","1.4","1210","2014",
"Zhou Hongyi","China","security software","44","1.3","1415","2015",
"Tamara Gustavson","United States","self storage","53","4.3","381","2015",
"Tamara Gustavson & family","United States","self storage","52","3.4","466","2014",
"B. Wayne Hughes","United States","self storage","80","2.1","828","2014",
"B. Wayne Hughes","United States","self storage","81","2.5","737","2015",
"Henry Nicholas, III.","United States","semiconductors","55","1.7","1118","2015",
"Henry Nicholas, III.","United States","semiconductors","54","1.3","1284","2014",
"Henry Samueli","United States","semiconductors","60","2.4","782","2015",
"Henry Samueli","United States","semiconductors","59","1.95","925","2014",
"Irwin Jacobs","United States","semiconductors","80","1.8","988","2014",
"Irwin Jacobs","United States","semiconductors","81","1.7","1118","2015",
"Tsai Ming-Kai","Taiwan","semiconductors","63","1.6","1092","2014",
"Tsai Ming-Kai","Taiwan","semiconductors","64","1.7","1173","2015",
"Takemitsu Takizaki","Japan","sensors","68","6.6","207","2014",
"Takemitsu Takizaki","Japan","sensors","69","7.6","174","2015",
"Wen Jianping","China","sewage treatment","52","1.6","1092","2014",
"Wen Jianping","China","sewage treatment","53","1.4","1386","2015",
"Liu Zhenguo","China","sewage treatment","50","1.1","1712","2015",
"Chung Yong-Jin","South Korea","Shinsegae","45","1.25","1356","2014",
"Wang Wenliang","China","ship maintenance","60","1","1741","2015",
"Zhang Zhirong","Hong Kong","shipbuilding","46","1.4","1324","2015",
"Zhang Zhirong","Hong Kong","shipbuilding","45","1.8","988","2014",
"Kommer Damen","Netherlands","shipbuilding","70","1.5","1250","2015",
"Chung Mong-Joon","South Korea","shipbuilding/industrial machines","63","1.2","1605","2015",
"Chee Chen Tung","Hong Kong","shipping","73","3.4","512","2015",
"Chee Chen Tung & family","Hong Kong","shipping","72","2.8","609","2014",
"Chang Yun Chung","Singapore","shipping","96","2.4","782","2015",
"Helmut Sohmen","Austria","shipping","75","2.1","894","2015",
"Helmut Sohmen","Austria","shipping","74","2.6","663","2014",
"Gianluigi & Rafaela Aponte","Switzerland","shipping","73","6.3","215","2014",
"Gianluigi & Rafaela Aponte","Switzerland","shipping","","7.9","170","2015",
"Klaus-Michael Kuehne","Germany","shipping","76","10.4","113","2014",
"Klaus-Michael Kuehne","Germany","shipping","77","11.9","103","2015",
"John Fredriksen","Cyprus","shipping","70","10.5","120","2015",
"John Fredriksen","Cyprus","shipping","69","13.6","76","2014",
"Jacques Saade","France","shipping","78","1.2","1533","2015",
"Jacques Saade & family","France","shipping","77","1.3","1284","2014",
"Jacob Stolt-Nielsen & family","Norway","shipping","82","1.15","1442","2014",
"Mubariz Gurbanoglu","Turkey","shipping","45","1.3","1284","2014",
"Mubariz Gurbanoglu","Turkey","shipping","46","1.3","1415","2015",
"Kjell Inge Rokke","Norway","shipping, seafood","56","1.9","1006","2015",
"Kjell Inge Rokke","Norway","shipping, seafood","55","2.5","687","2014",
"Mario Moretti Polegato","Italy","shoes","61","2.3","764","2014",
"Mario Moretti Polegato","Italy","shoes","62","1.9","1044","2015",
"Heinz-Horst Deichmann & family","Germany","shoes","87","4.9","295","2014",
"Hanni Toosbuy Kasprzak","Denmark","shoes","56","2.7","642","2014",
"Hanni Toosbuy Kasprzak","Denmark","shoes","57","2.7","690","2015",
"Ding Shijia","China","shoes","50","1","1565","2014",
"Diego Della Valle","Italy","shoes","61","1.8","1105","2015",
"Andrea Della Valle","Italy","shoes","48","1.6","1092","2014",
"Andrea Della Valle","Italy","shoes","49","1.3","1415","2015",
"Alexandre Grendene Bartelle","Brazil","shoes","65","2.5","737","2015",
"Alexandre Grendene Bartelle","Brazil","shoes","64","1.5","1154","2014",
"Aldo Bensadoun","Canada","shoes","76","1.7","1118","2015",
"Edward DeBartolo, Jr.","United States","shopping centers","68","3.5","497","2015",
"Edward DeBartolo, Jr.","United States","shopping centers","67","2.8","609","2014",
"David Azrieli & family","Canada","shopping malls","91","3.1","520","2014",
"Frank Lowy","Australia","shopping malls","83","4.7","319","2014",
"Frank Lowy","Australia","shopping malls","84","4.9","318","2015",
"Carlos Francisco Ribeiro Jereissati & family","Brazil","shopping malls","67","1.3","1284","2014",
"John Gandel","Australia","shopping malls","79","3.4","466","2014",
"John Gandel","Australia","shopping malls","80","3.6","481","2015",
"Jose Isaac Peres & family","Brazil","shopping malls","73","1.3","1284","2014",
"Jose Isaac Peres & wife","Brazil","shopping malls","74","1.3","1415","2015",
"Chey Tae-Won","South Korea","SK","53","2.5","687","2014",
"S. Daniel Abraham","United States","Slim-Fast","89","1.95","925","2014",
"S. Daniel Abraham","United States","Slim-Fast","90","2.1","894","2015",
"Naruatsu Baba","Japan","smartphone game maker","37","1.6","1190","2015",
"Naruatsu Baba","Japan","smartphone game maker","36","2.2","796","2014",
"Lin Bin","China","smartphones","47","1.4","1386","2015",
"Lei Jun","China","smartphones","45","13.2","87","2015",
"Lei Jun","China","smartphones","44","4","375","2014",
"Lee Hwa-Kyung","South Korea","snack foods","59","1.6","1226","2015",
"Bobby Murphy","United States","Snapchat","26","1.5","1250","2015",
"Evan Spiegel","United States","Snapchat","24","1.5","1250","2015",
"Yoshikazu Tanaka","Japan","social networking","37","1.6","1092","2014",
"Kenji Kasahara","Japan","social networking website","39","1.4","1324","2015",
"Ravi Jaipuria","India","soft drinks","60","1.7","1118","2015",
"Ravi Jaipuria","India","soft drinks","59","1.5","1154","2014",
"Carlos Ardila Lulle","Colombia","soft drinks, diversified","84","2","949","2015",
"Carlos Ardila Lulle","Colombia","soft drinks, diversified","83","2.4","731","2014",
"Azim Premji","India","software","69","19.1","48","2015",
"Azim Premji","India","software","68","15.3","61","2014",
"Dietmar Hopp","Germany","software","74","7.2","185","2015",
"Dietmar Hopp","Germany","software","73","7","191","2014",
"Eugene Kaspersky","Russia","software","49","1","1741","2015",
"Hasso Plattner","Germany","software","70","8.8","147","2014",
"Hasso Plattner","Germany","software","71","9.1","137","2015",
"Gil Shwed","Israel","software","47","2.2","847","2015",
"Gil Shwed","Israel","software","46","1.8","988","2014",
"Goh Peng Ooi","Malaysia","software","60","1.6","1226","2015",
"Goh Peng Ooi","Malaysia","software","59","1.1","1465","2014",
"Klaus Tschira","Germany","software","73","7.5","177","2014",
"Klaus Tschira","Germany","software","74","8.6","153","2015",
"John Sall","United States","software","65","3.7","408","2014",
"John Sall","United States","software","66","3.7","462","2015",
"James Goodnight","United States","software","71","7.5","177","2014",
"James Goodnight","United States","software","72","7.5","177","2015",
"Li Zhongchu","China","software","51","3.3","534","2015",
"Marius Nacht","Israel","software","49","1.8","1054","2015",
"Marius Nacht","Israel","software","48","1.4","1210","2014",
"Morris Kahn","Israel","software","84","1","1565","2014",
"Morris Kahn","Israel","software","85","1","1741","2015",
"Michael Lynch","United Kingdom","software","49","1","1565","2014",
"Michael Lynch","United Kingdom","software","50","1","1741","2015",
"Qi Xiangdong","China","software","43","1.15","1442","2014",
"Romesh T. Wadhwani","United States","software","67","2.5","737","2015",
"Romesh T. Wadhwani","United States","software","66","2.2","796","2014",
"Senapathy Gopalakrishnan & family","India","software","58","1.5","1154","2014",
"Scott Farquhar","Australia","software","35","1.1","1638","2015",
"Scott Cook","United States","software","62","1.9","1006","2015",
"Scott Cook","United States","software","61","1.6","1092","2014",
"Sun Deliang","China","software","42","1.2","1533","2015",
"Yi Zheng","China","software","44","1.3","1500","2015",
"Yao Wenbin","China","software","43","1.05","1540","2014",
"Xue Xiangdong","China","software","56","2.9","628","2015",
"Xue Xiangdong & family","China","software","55","2.3","764","2014",
"Wang Wenjing","China","software","49","1.3","1284","2014",
"Alexander Karp","United States","software firm","47","1.2","1533","2015",
"N.R. Narayana Murthy","India","software services","68","2.1","894","2015",
"N.R. Narayana Murthy & family","India","software services","67","1.7","1046","2014",
"Nandan Nilekani","India","software services","59","1.8","1105","2015",
"Nandan Nilekani & family","India","software services","58","1.4","1210","2014",
"K. Dinesh","India","software services","60","1.3","1500","2015",
"K. Dinesh & family","India","software services","59","1.05","1540","2014",
"Senapathy Gopalakrishnan","India","software services","59","1.9","1044","2015",
"S.D. Shibulal","India","software services","60","1.2","1605","2015",
"Lin Jianhua","China","solar","52","1.6","1226","2015",
"Zhu Gongshan","China","solar panel materials","56","2.1","828","2014",
"Zhu Gongshan","China","solar panel materials","57","1.5","1250","2015",
"Li Hejun","China","solar power equipment","47","21.1","38","2015",
"William Fung","Hong Kong","sourcing","65","2.5","687","2014",
"William Fung","Hong Kong","sourcing","66","2.2","847","2015",
"Pang Kang","China","soy sauce maker","59","3.3","534","2015",
"Cheng Xue","China","soy sauce maker","45","1.1","1712","2015",
"Shao Zhongyi","China","soybean trading","46","1.4","1386","2015",
"Sara Blakely","United States","Spanx","44","1","1741","2015",
"Sara Blakely","United States","Spanx","43","1","1565","2014",
"Rosa Anna Magno Garavoglia","Italy","Spirits","","2.9","628","2015",
"Rosa Anna Magno Garavoglia & family","Italy","Spirits","0","3.5","446","2014",
"Jean Pierre Cayard","France","Spirits","72","3.1","577","2015",
"Jean Pierre Cayard","France","Spirits","71","3.3","483","2014",
"Michel Leclercq","France","sporting goods","75","2.6","714","2015",
"Michel Leclercq & family","France","sporting goods","74","3","551","2014",
"John Morris","United States","sporting goods retail","66","4.1","405","2015",
"John Henry","United States","sports","65","1.6","1190","2015",
"John Henry","United States","sports","64","1.5","1154","2014",
"Ding Shizhong","China","sports apparel","44","1.4","1386","2015",
"Stephen Rubin","United Kingdom","sports apparel","77","3","603","2015",
